	lemma	word	aspect	disambig	db_id	text	Gender	Mood	Number	POS	Person	Tense	VerbForm	Voice	l_tok_3	l_tok_2	l_tok_1	r_tok_1	r_tok_2	r_tok_3	l_gr_1	l_gr_2	l_gr_3	r_gr_1	r_gr_2	r_gr_3	nsubj	nsubj_count	obj	obj_count	obl	obl_count	advmod	advmod_count	polarity	polarity_word
586	imati	imala	imp	imp	set-s2619	Kada je u pitanju ekonomija, EK je rekla da je globalna finansijska kriza imala relativno mali uticaj na Kosovo.	Fem		Sing	VERB		Past	Part	Act	globalna	finansijska	kriza	relativno	mali	uticaj	i	m	a	a	l	a	[PAD]	0	uticaj	1	[PAD]	0	[PAD]	0	pos	[PAD]
587	imati	imala	imp	imp	set-s2795	"Jedna jedina velika nesreća imala bi razorne posledice po čitav region," zaključili su oni.	Fem		Sing	VERB		Past	Part	Act	jedina	velika	nesreća	bi	razorne	posledice	i	m	a	a	l	a	[PAD]	0	posledice	1	[PAD]	0	[PAD]	0	pos	[PAD]
588	imati	imala	imp	imp	set-s3835	"Turska nije imala uticaj [koji sada ima] nakon raspada Jugoslavije, ali sa Davutogluovim angažmanom počeli smo ponovo efektivnu politiku na Balkanu", rekao je Oba za SETimes.	Fem		Sing	VERB		Past	Part	Act	[PAD]	Turska	nije	uticaj	koji	sada	i	m	a	a	l	a	turska	1	uticaj	1	[PAD]	0	[PAD]	0	neg	nije
589	imati	imala	imp	imp	news-s197	Državna bezbednost osnovala je većinu opozicionih partija ili je u njima imala svoje ljude.	Fem		Sing	VERB		Past	Part	Act	je	u	njima	svoje	ljude	[PAD]	i	m	a	a	l	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
590	imati	imala	imp	imp	news-s451	Da je i prikolica imala pametne senzore, sudar bi verovatno bio izbegnut.	Fem		Sing	VERB		Past	Part	Act	je	i	prikolica	pametne	senzore	sudar	i	m	a	a	l	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
591	imati	imale	imp	imp	set-s2699	Jordan je u međuvremenu ustvrdio da se ni Srbija ni Miloševićeva Jugoslavija ne mogu smatrati pravnim naslednikom Socijalističke Federativne Republike Jugoslavije i da samim tim nisu imale nadležnost nad Kosovom.	Fem		Plur	VERB		Past	Part	Act	samim	tim	nisu	nadležnost	nad	Kosovom	i	m	a	e	l	a	[PAD]	0	[PAD]	0	tim	1	[PAD]	0	neg	nisu
592	imati	imali	imp	imp	set-s126	Od kada sam rođena imali smo samo jednog, komunističkog predsednika -- ovo je prvi proevropski predsednik u mom životu", kaže 11-godišnja učenica Inga Taranu za SETimes.	Masc		Plur	VERB		Past	Part	Act	kada	sam	rođena	smo	samo	jednog	i	m	a	i	l	a	[PAD]	0	predsednika	1	[PAD]	0	[PAD]	0	pos	[PAD]
593	imati	imali	imp	imp	set-s382	Organizatori protesta su zahvaljujući toj zabrani imali osiguranu zaštitu od hapšenja.	Masc		Plur	VERB		Past	Part	Act	zahvaljujući	toj	zabrani	osiguranu	zaštitu	od	i	m	a	i	l	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
594	imati	imali	imp	imp	set-s965	U obraćanju na poslovnoj konferenciji u Sao Paolu, Erdogan je ukazao da su Turska i Brazil, obe nestalne članice Saveta bezbednosti UN-a, imali hrabrosti da rešavaju izvor duboke zabrinutosti međunarodne zajednice.	Masc		Plur	VERB		Past	Part	Act	bezbednosti	UN	a	hrabrosti	da	rešavaju	i	m	a	i	l	a	turska	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
595	imati	imali	imp	imp	set-s2564	"Verovali smo da smo imali bolji oblik komunizma, meki socijalizam.	Masc		Plur	VERB		Past	Part	Act	smo	da	smo	bolji	oblik	komunizma	i	m	a	i	l	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
596	imati	imali	imp	imp	set-s3380	Činimo to zbog svojih prijatelja i suseda, Amerikanaca, koji još nisu imali priliku da se bolje upoznaju sa muslimanima", rekao je Agić.	Masc		Plur	VERB		Past	Part	Act	koji	još	nisu	priliku	da	se	i	m	a	i	l	a	koji	1	[PAD]	0	[PAD]	0	[PAD]	0	neg	nisu
597	imati	imali	imp	imp	set-s3727	Kako bi prebrodila apatiju i povećala svest građana o izborima, Centralna izborna komisija (CIK) organizovala je specijalan događaj: Sajam političkih stranaka, u centru Kišinjeva 21. novembra, na kome su glasači imali priliku da lično porazgovaraju sa kandidatima.	Masc		Plur	VERB		Past	Part	Act	kome	su	glasači	priliku	da	lično	i	m	a	i	l	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
598	imati	imali	imp	imp	set-s3736	"Mi objavljujemo imena kandidata koji su ranije obavljali javne funkcije i bili optuženi za korupciju ili nisu propisno prijavili imovinu koju su lično stekli dok su imali pristup javnim sredstvima", kaže Petru Makovej iz Građanske inicijative za čisti parlament.	Masc		Plur	VERB		Past	Part	Act	stekli	dok	su	pristup	javnim	sredstvima	i	m	a	i	l	a	[PAD]	0	pristup	1	[PAD]	0	[PAD]	0	pos	[PAD]
599	imati	imali	imp	imp	news-s213	U domaćoj varijanti nasilnici su uvek imali svoje pokrovitelje na visokim državnim položajima.	Masc		Plur	VERB		Past	Part	Act	nasilnici	su	uvek	svoje	pokrovitelje	na	i	m	a	i	l	a	[PAD]	0	[PAD]	0	[PAD]	0	uvek	1	pos	[PAD]
600	imati	imalo	imp	imp	set-s3809	Vladajuća koalicija ima slabu većinu u parlamentu i, uz pomoć opozicije, Dinkićevih 24 poslanika ne bi imalo poteškoća da je sruši.	Neut		Sing	VERB		Past	Part	Act	poslanika	ne	bi	poteškoća	da	je	i	m	a	o	l	a	[PAD]	0	[PAD]	0	[PAD]	0	ne	1	neg	ne
601	imati	imam	imp	imp	set-s1751	Danas, iako imam pasoš, srećan sam jer sam se uvek plašio da ću ga izgubiti i slično.		Ind	Sing	VERB	1	Pres	Fin		[PAD]	Danas	iako	pasoš	srećan	sam	i	m	a	m	a	m	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
602	imati	imamo	imp	imp	set-s66	"Dobro je da se postigne konsenzus i da imamo jednog kandidata.		Ind	Plur	VERB	1	Pres	Fin		konsenzus	i	da	jednog	kandidata	[PAD]	i	m	a	o	m	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
603	imati	imamo	imp	imp	set-s123	"Bio sam u školi na dan izbora -- imamo veliki televizijski ekran u sali.		Ind	Plur	VERB	1	Pres	Fin		na	dan	izbora	veliki	televizijski	ekran	i	m	a	o	m	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
604	imati	imamo	imp	imp	set-s167	Crvenkovski: Kada se radi o ključnim pitanjima za Republiku Makedoniju, vlada i ja imamo zadovoljavajuću saradnju i harmonizovane stavove.		Ind	Plur	VERB	1	Pres	Fin		vlada	i	ja	zadovoljavajuću	saradnju	i	i	m	a	o	m	a	vlada	1	saradnju	1	[PAD]	0	[PAD]	0	pos	[PAD]
605	imati	imamo	imp	imp	set-s698	"Mi imamo znatan broj policajaca tamo, ali oni su konstantno pod napadom i zato je komesar policije odlučio da prepusti KFOR-u izlaženje na kraj sa ovom situacijom, u trenutku dok mi razgovaramo, dodao je Ivanko.		Ind	Plur	VERB	1	Pres	Fin		[PAD]	[PAD]	Mi	znatan	broj	policajaca	i	m	a	o	m	a	mi	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
606	imati	imamo	imp	imp	set-s873	"Mi imamo jednu veoma veliku prepreku koju moramo prevazići ako želimo da se pridružimo NATO-u i EU.		Ind	Plur	VERB	1	Pres	Fin		[PAD]	[PAD]	Mi	jednu	veoma	veliku	i	m	a	o	m	a	mi	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
607	imati	imamo	imp	imp	set-s884	"Imamo predsednika republike (Borisa) Tadića, imamo premijera (Vojislava) Koštunicu, mi iz G17 Plus takođe smo u vladi, i svi zajedno moramo da stanemo iza zajedničke odluke", izjavio je Dinkić u sredu tokom posete Nišu, gradu na jugu Srbije, a prenosi novinska agencija Tanjug.		Ind	Plur	VERB	1	Pres	Fin		republike	Borisa	Tadića	premijera	Vojislava	Koštunicu	i	m	a	o	m	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
608	imati	imamo	imp	imp	set-s1762	"Već godinama imamo takav sporazum sa Srbijom.		Ind	Plur	VERB	1	Pres	Fin		[PAD]	Već	godinama	takav	sporazum	sa	i	m	a	o	m	a	[PAD]	0	sporazum	1	[PAD]	0	[PAD]	0	pos	[PAD]
609	imati	imamo	imp	imp	set-s2980	Iako znamo da je ona bezopasna, uvek imamo najmanje dva čuvara pored nje", rekao je Pejović.		Ind	Plur	VERB	1	Pres	Fin		ona	bezopasna	uvek	najmanje	dva	čuvara	i	m	a	o	m	a	[PAD]	0	[PAD]	0	[PAD]	0	uvek	1	pos	[PAD]
610	imati	imamo	imp	imp	set-s3113	Ovde imamo građane koji pitaju: Da li čujete naš glas?" kaže za SETimes bivši zamenik gradonačelnika Tirane Artan Ljame.		Ind	Plur	VERB	1	Pres	Fin		[PAD]	[PAD]	Ovde	građane	koji	pitaju	i	m	a	o	m	a	[PAD]	0	[PAD]	0	[PAD]	0	ovde	1	pos	[PAD]
611	imati	imamo	imp	imp	news-s64	Osim zakona, a direktno s njim u vezi, imamo i Pravilnik o načinu i postupku utvrđivanja poreske osnovice poreza na dohodak građana na neprijavljene prihode unakrsnom procenom.		Ind	Plur	VERB	1	Pres	Fin		njim	u	vezi	i	Pravilnik	o	i	m	a	o	m	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
612	imati	imamo	imp	imp	news-s228	Sudeći po onome šta se danas događa sa jezikom koji dominira javnom scenom, imamo razloga da duboko strepimo za budućnost zemlje koja je naša domovina.		Ind	Plur	VERB	1	Pres	Fin		dominira	javnom	scenom	razloga	da	duboko	i	m	a	o	m	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
613	imati	imamo	imp	imp	news-s429	S druge strane imamo i sve više aplikacija za pametne telefone, koje omogućavaju umrežavanje pametnih uređaja.		Ind	Plur	VERB	1	Pres	Fin		S	druge	strane	i	sve	više	i	m	a	o	m	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
614	imati	imao	imp	imp	set-s2055	Penzijski štedni fond koji je imao deonice na međunarodnim berzama koje se urušavaju, nastavio je da gubi milione evra.	Masc		Sing	VERB		Past	Part	Act	fond	koji	je	deonice	na	međunarodnim	i	m	a	o	a	m	koji	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
615	imati	imao	imp	imp	set-s2147	Vladimir Karaj, novinar jednog dnevnog lista u Tirani, imao je samo šest godina kada su se dogodile promene u njegovoj zemlji.	Masc		Sing	VERB		Past	Part	Act	lista	u	Tirani	je	samo	šest	i	m	a	o	a	m	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
616	imati	imao	imp	imp	set-s2470	Kipar je podeljen od turske vojne invazije 1974. godine, koja je usledila posle vojnog udara kiparskih Grka koji je podržala Atina, a koji je imao za cilj ujedinjenje ostrva sa Grčkom.	Masc		Sing	VERB		Past	Part	Act	a	koji	je	za	cilj	ujedinjenje	i	m	a	o	a	m	koji	1	[PAD]	0	cilj	1	[PAD]	0	pos	[PAD]
617	imati	imao	imp	imp	set-s2573	Svi smo bili manje-više jednaki i činilo se da je svako imao šansu."	Masc		Sing	VERB		Past	Part	Act	da	je	svako	šansu	[PAD]	[PAD]	i	m	a	o	a	m	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
618	imati	imao	imp	imp	set-s2580	Momčilo Filipović, 46-godišnji otac dvoje dece i diplomirani inženjer, dve decenije je imao poteškoća da pronađe posao u svojoj struci.	Masc		Sing	VERB		Past	Part	Act	dve	decenije	je	poteškoća	da	pronađe	i	m	a	o	a	m	[PAD]	0	[PAD]	0	decenije	1	[PAD]	0	pos	[PAD]
619	imati	imao	imp	imp	set-s3026	"Kada sam najavio svoju ostavku nisam imao u vidu zemlju pogođenu poplavama", rekao je Taričanu novinarima u utorak.	Masc		Sing	VERB		Past	Part	Act	svoju	ostavku	nisam	u	vidu	zemlju	i	m	a	o	a	m	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	neg	nisam
620	imati	imate	imp	imp	set-s155	Vi i vlada imate zajednički stav - ako izbor spadne na ime ili poziv u NATO, Makedonija mora da izabere svoje ime.		Ind	Plur	VERB	2	Pres	Fin		Vi	i	vlada	zajednički	stav	ako	i	m	a	e	t	a	[PAD]	0	stav	1	[PAD]	0	[PAD]	0	pos	[PAD]
621	imati	imati	imp	imp	set-s52	"Uverena sam da će Paukova mreža imati svoj epilog na međunarodnim sudovima", rekla je Taseva.				VERB			Inf		će	Paukova	mreža	svoj	epilog	na	i	m	a	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
622	imati	imati	imp	imp	set-s1183	Naftovod će imati kapacitet od 700.000 barela dnevno.				VERB			Inf		[PAD]	Naftovod	će	kapacitet	od	700	i	m	a	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
623	imati	imati	imp	imp	set-s1380	Takođe, ne verujem da će svi politički akteri u Beogradu i Prištini imati isto mišljenje o tome zašto se to desilo.				VERB			Inf		Beogradu	i	Prištini	isto	mišljenje	o	i	m	a	i	t	a	[PAD]	0	mišljenje	1	[PAD]	0	[PAD]	0	pos	[PAD]
624	imati	imati	imp	imp	set-s1381	Siguran sam da ćemo imati razne reakcije i tumačenja na obe strane.				VERB			Inf		sam	da	ćemo	razne	reakcije	i	i	m	a	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
625	imati	imati	imp	imp	set-s1390	SETimes: Kakve će posledice najnoviji događaji imati na proces evrointegracija Srbije i Kosova?				VERB			Inf		posledice	najnoviji	događaji	na	proces	evrointegracija	i	m	a	i	t	a	[PAD]	0	posledice	1	[PAD]	0	[PAD]	0	pos	[PAD]
626	imati	imati	imp	imp	set-s2514	Vlada je prošle godine osnovala odeljenje za borbu protiv monopola, ali ostaje da se vidi da li će ono imati bilo kakav efekat.				VERB			Inf		li	će	ono	bilo	kakav	efekat	i	m	a	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
627	imati	imati	imp	imp	set-s2856	"Želimo da Kosovo bude normalna demokratska država, što znači da ima suverenitet i ekonomski razvoj, a ne možemo imati napredak -- dok koristimo Ahtisarijev plan -- u izgradnji države koja radi za svoje građane, a ne za Ahtisarija", kaže Kurti.				VERB			Inf		a	ne	možemo	napredak	dok	koristimo	i	m	a	i	t	a	[PAD]	0	napredak	1	[PAD]	0	[PAD]	0	pos	[PAD]
628	imati	imati	imp	imp	set-s3065	Ali Ahmeti, lider Demokratske unije za integraciju, apelovao je na Krasnićija da se dobrovoljno preda i rekao da će sigurno imati pravedno suđenje.				VERB			Inf		da	će	sigurno	pravedno	suđenje	[PAD]	i	m	a	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
629	imati	imati	imp	imp	set-s3123	"Rumuni ne znaju da protestuju", rekao je jedan od komentatora, koji se predstavio samo kao Markos i tvrdi da je očekivanje da će protest imati veliki uticaj bilo iluzija.				VERB			Inf		da	će	protest	veliki	uticaj	bilo	i	m	a	i	t	a	[PAD]	0	uticaj	1	[PAD]	0	[PAD]	0	pos	[PAD]
630	imati	imati	imp	imp	set-s3508	Efekat globalizacije takođe se mora imati u vidu.				VERB			Inf		takođe	se	mora	u	vidu	[PAD]	i	m	a	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
631	imati	imati	imp	imp	set-s3742	"Nadam se da će moldavski narod 28. novembra imati izbore prema najvišim demokratskim standardima, koji će dovesti do formiranja vlade koja će biti u stanju da nastavi sa potrebnim reformama."				VERB			Inf		narod	28	novembra	izbore	prema	najvišim	i	m	a	i	t	a	[PAD]	0	[PAD]	0	novembra	1	[PAD]	0	pos	[PAD]
632	imati	imati	imp	imp	set-s3781	Ministri finansija evrozone dogovorili su se u ponedeljak (14. februara) da će stalni fond za ekonomsku pomoć, koji će biti uspostavljen unutar grupe 17 zemalja u 2013. godini, imati ukupno 500 milijardi evra.				VERB			Inf		u	2013	godini	ukupno	500	milijardi	i	m	a	i	t	a	[PAD]	0	[PAD]	0	evra	1	[PAD]	0	pos	[PAD]
633	imati	imati	imp	imp	news-s99	Rezultati Takumija i njegovog tima sugerišu da serotonin može imati terapeutsko dejstvo pri lečenju poremećaja autizma i kod ljudi.				VERB			Inf		da	serotonin	može	terapeutsko	dejstvo	pri	i	m	a	i	t	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
634	imati	imaće	imp	imp	set-s374	Šefovi država koji će prisustvovati skupu imaće priliku da se obrate učesnicima tokom plenarnih sednica.		Ind	Plur	VERB	3	Fut	Fin		će	prisustvovati	skupu	priliku	da	se	i	m	a	e	ć	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
635	imati	imaće	imp	imp	set-s1136	Dobijanjem azila u Hrvatskoj, ona će steći pravo na socijalnu i zdravstvenu zaštitu i imaće pravo na rad.		Ind	Sing	VERB	3	Fut	Fin		zdravstvenu	zaštitu	i	pravo	na	rad	i	m	a	e	ć	a	[PAD]	0	pravo	1	[PAD]	0	[PAD]	0	pos	[PAD]
636	imati	imaće	imp	imp	set-s1191	Zajednička britansko-ruska firma TNK-BP britanske naftne kompanije BP imaće ulogu koordinatora projekta.		Ind	Plur	VERB	3	Fut	Fin		naftne	kompanije	BP	ulogu	koordinatora	projekta	i	m	a	e	ć	a	[PAD]	0	ulogu	1	[PAD]	0	[PAD]	0	pos	[PAD]
637	imati	imaće	imp	imp	set-s2934	Novi smer spoljne politike Turske -- uključujući snažne napore za jačanje odnosa sa susedima dok postaje regionalna sila -- imaće direktan uticaj na Bosnu i Hercegovinu (BiH).		Ind	Sing	VERB	3	Fut	Fin		postaje	regionalna	sila	direktan	uticaj	na	i	m	a	e	ć	a	[PAD]	0	uticaj	1	[PAD]	0	[PAD]	0	pos	[PAD]
638	investirati	investira	imp	imp	set-s2317	Vivartia planira da investira 800 miliona evra u regionalna tržišta, posebno u Bugarskoj i na Kipru.		Ind	Sing	VERB	3	Pres	Fin		Vivartia	planira	da	800	miliona	evra	i	n	v	a	r	i	[PAD]	0	[PAD]	0	evra	1	[PAD]	0	pos	[PAD]
639	investirati	investira	imp	imp	set-s2320	Grčki proizvođač hrane i pića Vivartia planira da investira 800 miliona evra u proširenje svojih aktivnosti u jugoistočnoj Evropi.		Ind	Sing	VERB	3	Pres	Fin		Vivartia	planira	da	800	miliona	evra	i	n	v	a	r	i	[PAD]	0	[PAD]	0	evra	1	[PAD]	0	pos	[PAD]
640	investirati	investiraju	imp	imp	set-s2064	Preduzimajući preventivne mere, Centralna banka Albanije kaže da će stranim bankama koje posluju u Albaniji ograničiti sredstva koja mogu da investiraju u svoje matične kompanije.		Ind	Plur	VERB	3	Pres	Fin		koja	mogu	da	u	svoje	matične	i	n	v	u	j	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
641	investirati	investirala	imp	imp	set-s1569	Bugarska se tako sada suočava sa dilemom da li da pretrpi gubitak od milijardu evra, koliko je do sada investirala u projekat, i odustane.	Fem		Sing	VERB		Past	Part	Act	je	do	sada	u	projekat	i	i	n	v	a	l	a	[PAD]	0	[PAD]	0	[PAD]	0	koliko, sada	2	pos	[PAD]
642	investirati	investirao	imp	imp	set-s3242	Ruski Lukoil do sada je u ovoj godini investirao 56 miliona evra u Hrvatskoj.	Masc		Sing	VERB		Past	Part	Act	u	ovoj	godini	56	miliona	evra	i	n	v	o	a	r	[PAD]	0	evra	1	godini, hrvatskoj	2	sada	1	pos	[PAD]
643	investirati	investirati	imp	imp	set-s2405	Na početku skupštine, EBRD i Evropska investiciona banka najavile su da će ove godine investirati dodatnih 250 miliona evra u Srbiju.				VERB			Inf		će	ove	godine	dodatnih	250	miliona	i	n	v	i	t	a	[PAD]	0	[PAD]	0	godine, evra	2	[PAD]	0	pos	[PAD]
644	investirati	investiraće	imp	imp	set-s2814	Srpska elektroenergetska kompanija EPS investiraće 3,2 milijardi evra u različite projekte u naredne tri godine, saopštila je ta kompanija 8. aprila.		Ind	Sing	VERB	3	Fut	Fin		elektroenergetska	kompanija	EPS	3	2	milijardi	i	n	v	e	ć	a	kompanija	1	[PAD]	0	evra, godine	2	[PAD]	0	pos	[PAD]
645	iskoristiti	iskoriste	perf	perf	set-s3817	"Stranke sadašnje vlade čekaju da Srbija postane kandidat za članstvo u EU i da prodaju telekomunikacionu kompaniju Telekom Srbija, što će onda pokušati da iskoriste na sledećim izborima.		Ind	Plur	VERB	3	Pres	Fin		onda	pokušati	da	na	sledećim	izborima	i	s	k	e	t	s	[PAD]	0	[PAD]	0	izborima	1	[PAD]	0	pos	[PAD]
646	iskoristiti	iskoristi	perf	perf	set-s1578	"Postoji opcija da bugarska država otkupi taj udeo, ali ako Sofija odluči da je ne iskoristi, Moskva će izgraditi nuklearnu elektranu i preuzeti većinski udeo u njoj", izvestio je ruski dnevnik Komersant.		Ind	Sing	VERB	3	Pres	Fin		da	je	ne	Moskva	će	izgraditi	i	s	k	i	t	s	[PAD]	0	[PAD]	0	[PAD]	0	ne	1	neg	ne
647	iskoristiti	iskoristiti	perf	perf	set-s189	To se mora iskoristiti.				VERB			Inf		To	se	mora	[PAD]	[PAD]	[PAD]	i	s	k	i	t	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
648	iskoristiti	iskoristiti	perf	perf	set-s2638	Umesto toga, trebalo bi ga iskoristiti za rešavanje izazova i rad na unapređivanju onih oblasti koje su kritikovane."				VERB			Inf		trebalo	bi	ga	za	rešavanje	izazova	i	s	k	i	t	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
649	iskoristiti	iskoristiti	perf	perf	news-s336	Spavali ste čak šest sati što deluje kao privilegija koju treba maksimalno iskoristiti.				VERB			Inf		koju	treba	maksimalno	[PAD]	[PAD]	[PAD]	i	s	k	i	t	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
650	ispuniti	ispune	perf	perf	set-s375	Pohvalivši Trajkovskog zbog "energije i inicijative" uložene u pripremu sastanka, Macura je rekao da je neophodno da zemlje jugoistočne Evrope ispune obaveze koje su preuzele "u pogledu demokratskih vrednosti i ciljeva, punog poštovanja ljudskih prava, i međusobnog poštovanja i tolerancije među građanima različitih etničkih pripadnosti" kako bi mogle da ostvare "civilizovanu koegzistenciju koja je održiva i pravedna".		Ind	Plur	VERB	3	Pres	Fin		zemlje	jugoistočne	Evrope	obaveze	koje	su	i	s	p	e	n	u	zemlje	1	obaveze	1	pogledu	1	[PAD]	0	pos	[PAD]
651	ispuniti	ispune	perf	perf	set-s1793	On je, ipak, naglasio da određivanje datuma ne znači i da će te tada zemlje postati članice ako ne ispune sve uslove.		Ind	Plur	VERB	3	Pres	Fin		članice	ako	ne	sve	uslove	[PAD]	i	s	p	e	n	u	[PAD]	0	uslove	1	[PAD]	0	ne	1	neg	ne
652	ispuniti	ispune	perf	perf	set-s2776	Prethodne dve vlade, međutim, nisu uradile ništa da tu obavezu ispune.		Ind	Plur	VERB	3	Pres	Fin		da	tu	obavezu	[PAD]	[PAD]	[PAD]	i	s	p	e	n	u	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
653	ispuniti	ispune	perf	perf	set-s3531	Kada se sve sabere, dugoročni ekonomski napredak, kao i sposobnost da se ispune uslovi za evroatlantske integracije, zavisi od samih država.		Ind	Plur	VERB	3	Pres	Fin		sposobnost	da	se	uslovi	za	evroatlantske	i	s	p	e	n	u	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
654	ispuniti	ispuni	perf	perf	set-s227	Jandroković je rekao novinarima u Briselu da će njegova zemlja učiniti sve da ispuni postavljene ciljeve i da bude spremna da o njima predstavi pregovaračku poziciju Zagreba do juna.		Ind	Sing	VERB	3	Pres	Fin		učiniti	sve	da	postavljene	ciljeve	i	i	s	p	i	n	u	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
655	ispuniti	ispuni	perf	perf	set-s230	Posle razgovora sa hrvatskim premijerom Ivom Sanaderom prošlog meseca, predsednik EK Žoze Manuel Barozo rekao je da će Komisija najesen predstaviti indikativni raspored za tehničko okončanje pregovora 2009. godine, pod uslovom da Hrvatska ispuni neke uslove.		Ind	Sing	VERB	3	Pres	Fin		uslovom	da	Hrvatska	neke	uslove	[PAD]	i	s	p	i	n	u	hrvatska	1	uslove	1	[PAD]	0	[PAD]	0	pos	[PAD]
656	ispuniti	ispuni	perf	perf	set-s1148	"Ako ne bude dogovora i Turska ne ispuni svoje obaveze, EU će morati da razmotri implikacije po proces pridruživanja.		Ind	Sing	VERB	3	Pres	Fin		i	Turska	ne	svoje	obaveze	EU	i	s	p	i	n	u	turska	1	obaveze	1	[PAD]	0	ne	1	neg	ne
657	ispuniti	ispuni	perf	perf	set-s1152	"Ukoliko ne bude sporazuma i Turska ne ispuni svoje obaveze, EU će morati da razmotri implikacije po proces pridruživanja.		Ind	Sing	VERB	3	Pres	Fin		i	Turska	ne	svoje	obaveze	EU	i	s	p	i	n	u	turska	1	obaveze	1	[PAD]	0	ne	1	neg	ne
658	ispuniti	ispuni	perf	perf	set-s1155	Međutim, Turci od tada odbijaju da dozvole brodovima i avionima kiparskih Grka da koriste njihove luke i aerodrome; Ankara insistira da EU prvo ispuni svoje obećanje iz 2004. godine da će ukinuti ekonomsku izolaciju kiparskih Turaka.		Ind	Sing	VERB	3	Pres	Fin		da	EU	prvo	svoje	obećanje	iz	i	s	p	i	n	u	eu	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
659	ispuniti	ispuni	perf	perf	set-s2202	Trenutak preduzimanja ovog koraka takođe pokazuje rešenost vlade da ispuni uslove EU, Evropskog suda za ljudska prava (ESLJP) i američkog Kongresa, koji su decenijama gurali zemlju u tom smeru.		Ind	Sing	VERB	3	Pres	Fin		rešenost	vlade	da	uslove	EU	Evropskog	i	s	p	i	n	u	[PAD]	0	uslove	1	[PAD]	0	[PAD]	0	pos	[PAD]
660	ispuniti	ispuni	perf	perf	set-s2778	Naglašavajući da sadašnja vlada ima političku volju da ispuni svoje obaveze što je pre moguće, Maneva naglašava da će Bugarska biti u stanju da problem reši u naredne tri godine.		Ind	Sing	VERB	3	Pres	Fin		političku	volju	da	svoje	obaveze	što	i	s	p	i	n	u	[PAD]	0	obaveze	1	[PAD]	0	[PAD]	0	pos	[PAD]
661	ispuniti	ispuni	perf	perf	set-s2853	Posle proglašenja nezavisnosti, Kosovo se usredsredilo na ekonomski razvoj, borbu protiv korupcije, evropske integracije, što je plan koji sadašnja politička klasa nije bila u stanju da ispuni", kaže Ahmeti za SETimes.		Ind	Sing	VERB	3	Pres	Fin		u	stanju	da	kaže	Ahmeti	za	i	s	p	i	n	u	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
